sub_id,trial,img,illum,rg,by,lighter_darker,bkgd,mean_l,mean_a,mean_b,max_l,max_a,max_b,mean_ratio_l,mean_ratio_m,mean_ratio_s,std_ratio_l,std_ratio_m,std_ratio_s,lrc,redness,wpld,wprg,wpyv,gwld,gwrg,gwyv,gwl,gwa,gwb,hv,mean_cone_l,mean_cone_m,mean_cone_s,sd_cone_l,sd_cone_m,sd_cone_s,rmc_l,rmc_m,rmc_s,rsd_l,rsd_m,rsd_s,wpL,wpA,wpB
06,4,8,green,3,1,lighter,voronoi_diff_dist_brighter,37.1842000,-20.1452860,27.0534308,44.2191395,-22.9581878,31.1320229,0.2234656,0.2393425,0.0672624,0.2246397,0.2414221,0.0688336,-0.09069,-0.23871,0.59841,0.48586,-1.6133,-0.93276,0.029342,0.0063206,16.3119,12.4002,-5.3711,0.32887,0.0074399,0.0051836,0.0035597,0.013297,0.0096348,0.0037251,0.46252,0.39183,0.1951,0.74282,0.62886,0.23457,91.6493,-2.8819,93.8236
06,1,9,green,3,4,darker,voronoi_yellow,38.4144881,-19.5512770,30.5177153,45.6144667,-22.2641171,35.0004567,0.2403784,0.2539602,0.0625176,0.2417032,0.2562698,0.0642809,-0.14599,-0.27593,0.53254,-0.29874,-0.14059,-0.9839,-0.0023393,-0.0043429,4.9585,-1.8342,2.0689,0.45513,0.0016432,0.0014174,0.0005933,0.0071188,0.0063936,0.0031981,0.14952,0.17621,0.2331,0.48352,0.56338,0.90849,90.1497,-19.4382,5.0104
06,2,9,green,3,4,darker,voronoi_yellow,43.7275038,-23.6283710,19.2919140,51.6203986,-27.0221720,22.6185375,0.3136837,0.3470562,0.1497774,0.3150231,0.3495138,0.1514824,-0.14599,-0.27593,0.53254,-0.29874,-0.14059,-0.9839,-0.0023393,-0.0043429,4.9585,-1.8342,2.0689,0.45513,0.0016432,0.0014174,0.0005933,0.0071188,0.0063936,0.0031981,0.14952,0.17621,0.2331,0.48352,0.56338,0.90849,90.1497,-19.4382,5.0104
06,3,9,green,3,4,darker,voronoi_yellow,45.2060748,-21.0135652,25.7876240,53.2976031,-24.0058819,29.8800844,0.3414174,0.3648010,0.1281839,0.3430298,0.3676823,0.1303223,-0.14599,-0.27593,0.53254,-0.29874,-0.14059,-0.9839,-0.0023393,-0.0043429,4.9585,-1.8342,2.0689,0.45513,0.0016432,0.0014174,0.0005933,0.0071188,0.0063936,0.0031981,0.14952,0.17621,0.2331,0.48352,0.56338,0.90849,90.1497,-19.4382,5.0104
06,4,9,green,3,4,darker,voronoi_yellow,48.3538010,-20.5981078,3.8485060,56.8369762,-23.8011894,5.4549030,0.3917729,0.4426362,0.3205050,0.3925042,0.4441937,0.3213490,-0.14599,-0.27593,0.53254,-0.29874,-0.14059,-0.9839,-0.0023393,-0.0043429,4.9585,-1.8342,2.0689,0.45513,0.0016432,0.0014174,0.0005933,0.0071188,0.0063936,0.0031981,0.14952,0.17621,0.2331,0.48352,0.56338,0.90849,90.1497,-19.4382,5.0104
re,1,1,red,1,2,lighter,voronoi_green,31.1683924,-19.6039634,-1.5212910,37.3802056,-22.6319648,-0.8639497,0.1512241,0.1809354,0.1488020,0.1513724,0.1813725,0.1490035,0.23821,-0.3476,0.5208,0.077882,-0.48648,-0.93213,-0.05759,-0.044478,15.8444,-30.8237,11.3851,0.023273,0.0062325,0.0068822,0.0013424,0.012457,0.013112,0.0028739,0.47881,0.58704,0.29919,0.8018,0.98108,0.52748,89.8778,-4.6547,18.8289
re,2,1,red,1,2,lighter,voronoi_green,34.9505214,-21.2849990,-4.9420916,41.6568483,-24.6366195,-4.6196898,0.1897057,0.2308527,0.2095808,0.1897361,0.2311784,0.2095907,0.23821,-0.3476,0.5208,0.077882,-0.48648,-0.93213,-0.05759,-0.044478,15.8444,-30.8237,11.3851,0.023273,0.0062325,0.0068822,0.0013424,0.012457,0.013112,0.0028739,0.47881,0.58704,0.29919,0.8018,0.98108,0.52748,89.8778,-4.6547,18.8289
re,3,1,red,1,2,lighter,voronoi_green,37.4736429,-19.3871536,-1.5496639,44.5159058,-22.4314940,-0.7790704,0.2221320,0.2603904,0.2156771,0.2223447,0.2610026,0.2158945,0.23821,-0.3476,0.5208,0.077882,-0.48648,-0.93213,-0.05759,-0.044478,15.8444,-30.8237,11.3851,0.023273,0.0062325,0.0068822,0.0013424,0.012457,0.013112,0.0028739,0.47881,0.58704,0.29919,0.8018,0.98108,0.52748,89.8778,-4.6547,18.8289
re,4,1,red,1,2,lighter,voronoi_green,30.7583079,-18.9714016,-0.7158677,36.9177076,-21.8986305,0.0329692,0.1476897,0.1753553,0.1407106,0.1478648,0.1758295,0.1409083,0.23821,-0.3476,0.5208,0.077882,-0.48648,-0.93213,-0.05759,-0.044478,15.8444,-30.8237,11.3851,0.023273,0.0062325,0.0068822,0.0013424,0.012457,0.013112,0.0028739,0.47881,0.58704,0.29919,0.8018,0.98108,0.52748,89.8778,-4.6547,18.8289
re,1,2,red,1,2,lighter,voronoi_green_brighter,39.2358803,-25.2218229,-4.3770418,46.5078058,-29.1330355,-3.9114644,0.2406317,0.2955980,0.2590432,0.2407250,0.2961220,0.2591343,0.13811,-0.34988,0.55359,-0.039668,-0.53774,-0.88519,-0.10191,-0.082056,23.617,-44.9818,17.7869,0.017743,0.010471,0.011721,0.0019728,0.0147,0.015811,0.0030783,0.56317,0.69208,0.31357,0.77206,0.96507,0.45356,90.6334,-12.0446,20.7234
re,2,2,red,1,2,lighter,voronoi_green_brighter,41.6875987,-23.5023225,1.9463594,49.2908038,-27.0891952,3.2091787,0.2781146,0.3266856,0.2419575,0.2785832,0.3277909,0.2425010,0.13811,-0.34988,0.55359,-0.039668,-0.53774,-0.88519,-0.10191,-0.082056,23.617,-44.9818,17.7869,0.017743,0.010471,0.011721,0.0019728,0.0147,0.015811,0.0030783,0.56317,0.69208,0.31357,0.77206,0.96507,0.45356,90.6334,-12.0446,20.7234
re,3,2,red,1,2,lighter,voronoi_green_brighter,40.3508705,-25.1133083,-2.2488452,47.7708152,-28.9760359,-1.5149746,0.2565863,0.3109291,0.2570608,0.2567688,0.3116212,0.2573098,0.13811,-0.34988,0.55359,-0.039668,-0.53774,-0.88519,-0.10191,-0.082056,23.617,-44.9818,17.7869,0.017743,0.010471,0.011721,0.0019728,0.0147,0.015811,0.0030783,0.56317,0.69208,0.31357,0.77206,0.96507,0.45356,90.6334,-12.0446,20.7234
re,4,2,red,1,2,lighter,voronoi_green_brighter,48.1320471,-25.0068464,5.9802091,56.5889241,-28.7831336,7.8329835,0.3844197,0.4428386,0.2976822,0.3852650,0.4446587,0.2987306,0.13811,-0.34988,0.55359,-0.039668,-0.53774,-0.88519,-0.10191,-0.082056,23.617,-44.9818,17.7869,0.017743,0.010471,0.011721,0.0019728,0.0147,0.015811,0.0030783,0.56317,0.69208,0.31357,0.77206,0.96507,0.45356,90.6334,-12.0446,20.7234
re,1,3,red,1,4,lighter,voronoi_red,19.8366571,-1.9612533,-12.1497835,24.5347092,-2.6558834,-12.9704195,0.0686282,0.0776201,0.1070151,0.0683968,0.0772901,0.1066661,-0.047942,-0.27352,0.50625,-0.37725,-0.073328,-0.96528,-0.0070242,0.025847,9.6537,4.3606,-8.8558,0.16825,0.0035727,0.003151,0.0028089,0.0091551,0.0091888,0.005171,0.18429,0.36992,0.39486,0.4121,0.90917,0.65707,89.5392,-23.0364,2.6091
re,2,3,red,1,4,lighter,voronoi_red,17.9279695,-2.8990855,-11.6448843,22.3779758,-3.7053027,-12.4319643,0.0579144,0.0664704,0.0913530,0.0577532,0.0662263,0.0910527,-0.047942,-0.27352,0.50625,-0.37725,-0.073328,-0.96528,-0.0070242,0.025847,9.6537,4.3606,-8.8558,0.16825,0.0035727,0.003151,0.0028089,0.0091551,0.0091888,0.005171,0.18429,0.36992,0.39486,0.4121,0.90917,0.65707,89.5392,-23.0364,2.6091
re,3,3,red,1,4,lighter,voronoi_red,21.4025143,10.4014182,-12.2795497,26.3024813,11.4237771,-13.0814500,0.0828719,0.0795886,0.1200558,0.0826167,0.0791143,0.1195899,-0.047942,-0.27352,0.50625,-0.37725,-0.073328,-0.96528,-0.0070242,0.025847,9.6537,4.3606,-8.8558,0.16825,0.0035727,0.003151,0.0028089,0.0091551,0.0091888,0.005171,0.18429,0.36992,0.39486,0.4121,0.90917,0.65707,89.5392,-23.0364,2.6091
re,4,3,red,1,4,lighter,voronoi_red,18.4768258,15.4283952,-11.3301848,22.9931077,17.1743776,-12.0737504,0.0670296,0.0585909,0.0942102,0.0668130,0.0581629,0.0938567,-0.047942,-0.27352,0.50625,-0.37725,-0.073328,-0.96528,-0.0070242,0.025847,9.6537,4.3606,-8.8558,0.16825,0.0035727,0.003151,0.0028089,0.0091551,0.0091888,0.005171,0.18429,0.36992,0.39486,0.4121,0.90917,0.65707,89.5392,-23.0364,2.6091
re,1,4,red,1,4,lighter,voronoi_red_brighter,23.7079436,-17.2674022,-10.7209572,28.9225300,-20.1077658,-11.2974726,0.0883780,0.1135675,0.1309183,0.0881858,0.1134135,0.1306577,-0.11596,-0.29396,0.53822,-0.11731,-0.11325,-0.94322,-0.024184,0.051512,14.3063,2.2351,-13.6851,0.13865,0.0056828,0.0054188,0.0049891,0.011144,0.011687,0.0068257,0.21674,0.44164,0.44729,0.44389,0.94295,0.65175,90.2807,-8.4966,4.0038
re,2,4,red,1,4,lighter,voronoi_red_brighter,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-0.11596,-0.29396,0.53822,-0.11731,-0.11325,-0.94322,-0.024184,0.051512,14.3063,2.2351,-13.6851,0.13865,0.0056828,0.0054188,0.0049891,0.011144,0.011687,0.0068257,0.21674,0.44164,0.44729,0.44389,0.94295,0.65175,90.2807,-8.4966,4.0038
re,3,4,red,1,4,lighter,voronoi_red_brighter,25.0845499,-8.4775572,-12.8883858,30.4750009,-10.1313911,-13.6971481,0.1010572,0.1207703,0.1551437,0.1007763,0.1203985,0.1546556,-0.11596,-0.29396,0.53822,-0.11731,-0.11325,-0.94322,-0.024184,0.051512,14.3063,2.2351,-13.6851,0.13865,0.0056828,0.0054188,0.0049891,0.011144,0.011687,0.0068257,0.21674,0.44164,0.44729,0.44389,0.94295,0.65175,90.2807,-8.4966,4.0038
re,4,4,red,1,4,lighter,voronoi_red_brighter,25.7141415,-1.5842644,-13.2916028,31.1869355,-2.2912253,-14.1352082,0.1087361,0.1212565,0.1637777,0.1084448,0.1208281,0.1632783,-0.11596,-0.29396,0.53822,-0.11731,-0.11325,-0.94322,-0.024184,0.051512,14.3063,2.2351,-13.6851,0.13865,0.0056828,0.0054188,0.0049891,0.011144,0.011687,0.0068257,0.21674,0.44164,0.44729,0.44389,0.94295,0.65175,90.2807,-8.4966,4.0038
re,1,5,green,1,2,darker,voronoi_diff_dist,20.8394979,-12.7425328,1.8827333,25.6953699,-14.7129453,2.7695730,0.0731721,0.0836611,0.0610802,0.0733158,0.0839641,0.0612237,0.44065,-0.34318,0.516,-0.59114,-0.41635,-0.9953,-0.0026358,-0.000261,0.69587,-0.59209,-0.59712,0.13141,0.0004547,0.0004542,0.0002161,0.0065854,0.0064238,0.0023601,0.27927,0.32495,0.12547,2.3459,2.6068,0.92609,89.7665,-43.6833,15.8834
re,2,5,green,1,2,darker,voronoi_diff_dist,19.0843204,-15.6010443,-6.2535890,23.6978660,-18.0907715,-6.3722092,0.0613282,0.0770090,0.0781979,0.0612951,0.0770347,0.0781077,0.44065,-0.34318,0.516,-0.59114,-0.41635,-0.9953,-0.0026358,-0.000261,0.69587,-0.59209,-0.59712,0.13141,0.0004547,0.0004542,0.0002161,0.0065854,0.0064238,0.0023601,0.27927,0.32495,0.12547,2.3459,2.6068,0.92609,89.7665,-43.6833,15.8834
re,3,5,green,1,2,darker,voronoi_diff_dist,36.7420616,4.1227129,7.2881001,43.6953700,4.3989375,9.1030058,0.2309727,0.2152954,0.1529132,0.2314784,0.2160361,0.1534317,0.44065,-0.34318,0.516,-0.59114,-0.41635,-0.9953,-0.0026358,-0.000261,0.69587,-0.59209,-0.59712,0.13141,0.0004547,0.0004542,0.0002161,0.0065854,0.0064238,0.0023601,0.27927,0.32495,0.12547,2.3459,2.6068,0.92609,89.7665,-43.6833,15.8834
re,4,5,green,1,2,darker,voronoi_diff_dist,21.2657745,-12.9955849,1.7530224,26.1793862,-15.0005166,2.6264979,0.0756917,0.0867139,0.0636987,0.0758487,0.0870272,0.0638714,0.44065,-0.34318,0.516,-0.59114,-0.41635,-0.9953,-0.0026358,-0.000261,0.69587,-0.59209,-0.59712,0.13141,0.0004547,0.0004542,0.0002161,0.0065854,0.0064238,0.0023601,0.27927,0.32495,0.12547,2.3459,2.6068,0.92609,89.7665,-43.6833,15.8834
re,1,6,green,1,2,darker,voronoi_diff_dist_brighter,17.9109088,-15.6052865,-7.7541637,22.3666345,-18.1198321,-8.0760276,0.0550300,0.0704806,0.0764788,0.0549406,0.0704330,0.0763213,0.12054,-0.33962,0.52726,-0.60242,-0.41591,-0.98408,-0.011346,0.014043,4.9332,-2.6208,-7.2225,0.066065,0.0015299,0.0016091,0.0013793,0.0064598,0.0063919,0.0026925,0.10748,0.13271,0.076113,0.35116,0.40324,0.16075,90.0276,-44.1682,15.7754
re,2,6,green,1,2,darker,voronoi_diff_dist_brighter,19.1057450,-15.5889638,-6.2088196,23.7223437,-18.0763436,-6.3216116,0.0614519,0.0771187,0.0781670,0.0614023,0.0771416,0.0780659,0.12054,-0.33962,0.52726,-0.60242,-0.41591,-0.98408,-0.011346,0.014043,4.9332,-2.6208,-7.2225,0.066065,0.0015299,0.0016091,0.0013793,0.0064598,0.0063919,0.0026925,0.10748,0.13271,0.076113,0.35116,0.40324,0.16075,90.0276,-44.1682,15.7754
re,3,6,green,1,2,darker,voronoi_diff_dist_brighter,19.4355533,-13.3302174,-3.2509947,24.0992605,-15.4508360,-3.0089026,0.0642411,0.0768862,0.0699097,0.0642749,0.0770138,0.0699428,0.12054,-0.33962,0.52726,-0.60242,-0.41591,-0.98408,-0.011346,0.014043,4.9332,-2.6208,-7.2225,0.066065,0.0015299,0.0016091,0.0013793,0.0064598,0.0063919,0.0026925,0.10748,0.13271,0.076113,0.35116,0.40324,0.16075,90.0276,-44.1682,15.7754
re,4,6,green,1,2,darker,voronoi_diff_dist_brighter,14.7708386,-13.9376008,-7.4300391,18.8131689,-16.2033200,-7.7646037,0.0411132,0.0527267,0.0582942,0.0410435,0.0526782,0.0581566,0.12054,-0.33962,0.52726,-0.60242,-0.41591,-0.98408,-0.011346,0.014043,4.9332,-2.6208,-7.2225,0.066065,0.0015299,0.0016091,0.0013793,0.0064598,0.0063919,0.0026925,0.10748,0.13271,0.076113,0.35116,0.40324,0.16075,90.0276,-44.1682,15.7754
re,1,7,green,3,1,lighter,voronoi_diff_dist,35.8042658,1.7460712,6.3223109,42.6342219,1.7012434,8.0039379,0.2170472,0.2074921,0.1493826,0.2175466,0.2082235,0.1498687,0.077379,-0.24646,0.5958,0.36313,-1.4321,-0.98908,0.0031491,-0.0034396,2.6377,1.6166,0.1857,0.58987,0.0011787,0.0008666,0.0003831,0.0086156,0.0068135,0.002181,0.62755,0.55302,0.21437,2.9445,2.6846,0.85765,91.5906,-6.2003,73.7937
re,2,7,green,3,1,lighter,voronoi_diff_dist,17.3982184,-13.7319069,-5.3945707,21.7908130,-15.9349848,-5.4454534,0.0532355,0.0657452,0.0656779,0.0532157,0.0657824,0.0656627,0.077379,-0.24646,0.5958,0.36313,-1.4321,-0.98908,0.0031491,-0.0034396,2.6377,1.6166,0.1857,0.58987,0.0011787,0.0008666,0.0003831,0.0086156,0.0068135,0.002181,0.62755,0.55302,0.21437,2.9445,2.6846,0.85765,91.5906,-6.2003,73.7937
re,3,7,green,3,1,lighter,voronoi_diff_dist,22.1816362,-5.2957904,-0.0558527,27.2108229,-6.2771424,0.6229383,0.0838856,0.0892567,0.0749707,0.0840112,0.0894701,0.0750695,0.077379,-0.24646,0.5958,0.36313,-1.4321,-0.98908,0.0031491,-0.0034396,2.6377,1.6166,0.1857,0.58987,0.0011787,0.0008666,0.0003831,0.0086156,0.0068135,0.002181,0.62755,0.55302,0.21437,2.9445,2.6846,0.85765,91.5906,-6.2003,73.7937
re,4,7,green,3,1,lighter,voronoi_diff_dist,19.1891643,-0.6113926,2.7774012,23.8275402,-0.8996812,3.7396802,0.0672951,0.0665472,0.0507668,0.0674179,0.0667358,0.0508869,0.077379,-0.24646,0.5958,0.36313,-1.4321,-0.98908,0.0031491,-0.0034396,2.6377,1.6166,0.1857,0.58987,0.0011787,0.0008666,0.0003831,0.0086156,0.0068135,0.002181,0.62755,0.55302,0.21437,2.9445,2.6846,0.85765,91.5906,-6.2003,73.7937
re,1,8,green,3,1,lighter,voronoi_diff_dist_brighter,39.6774722,6.9738162,7.7783019,47.0176948,7.6209121,9.7065202,0.2739648,0.2493068,0.1795040,0.2746189,0.2501825,0.1801171,-0.09069,-0.23871,0.59841,0.48586,-1.6133,-0.93276,0.029342,0.0063206,16.3119,12.4002,-5.3711,0.32887,0.0074399,0.0051836,0.0035597,0.013297,0.0096348,0.0037251,0.46252,0.39183,0.1951,0.74282,0.62886,0.23457,91.6493,-2.8819,93.8236
re,2,8,green,3,1,lighter,voronoi_diff_dist_brighter,36.0540146,3.7504303,7.0909101,42.9161627,3.9837964,8.8665899,0.2217972,0.2074582,0.1475529,0.2222868,0.2081713,0.1480784,-0.09069,-0.23871,0.59841,0.48586,-1.6133,-0.93276,0.029342,0.0063206,16.3119,12.4002,-5.3711,0.32887,0.0074399,0.0051836,0.0035597,0.013297,0.0096348,0.0037251,0.46252,0.39183,0.1951,0.74282,0.62886,0.23457,91.6493,-2.8819,93.8236
re,3,8,green,3,1,lighter,voronoi_diff_dist_brighter,36.7420616,4.1227129,7.2881001,43.6953700,4.3989375,9.1030058,0.2309727,0.2152954,0.1529132,0.2314784,0.2160361,0.1534317,-0.09069,-0.23871,0.59841,0.48586,-1.6133,-0.93276,0.029342,0.0063206,16.3119,12.4002,-5.3711,0.32887,0.0074399,0.0051836,0.0035597,0.013297,0.0096348,0.0037251,0.46252,0.39183,0.1951,0.74282,0.62886,0.23457,91.6493,-2.8819,93.8236
re,4,8,green,3,1,lighter,voronoi_diff_dist_brighter,38.4000202,4.1873075,7.6559783,45.5726382,4.4647387,9.5457381,0.2534265,0.2362343,0.1669581,0.2540055,0.2370710,0.1675177,-0.09069,-0.23871,0.59841,0.48586,-1.6133,-0.93276,0.029342,0.0063206,16.3119,12.4002,-5.3711,0.32887,0.0074399,0.0051836,0.0035597,0.013297,0.0096348,0.0037251,0.46252,0.39183,0.1951,0.74282,0.62886,0.23457,91.6493,-2.8819,93.8236
re,1,9,green,3,4,darker,voronoi_yellow,10.0200046,-5.0427896,-9.9090712,13.4036481,-6.2036971,-10.6869539,0.0254768,0.0310484,0.0434982,0.0253735,0.0309093,0.0433833,-0.14599,-0.27593,0.53254,-0.29874,-0.14059,-0.9839,-0.0023393,-0.0043429,4.9585,-1.8342,2.0689,0.45513,0.0016432,0.0014174,0.0005933,0.0071188,0.0063936,0.0031981,0.14952,0.17621,0.2331,0.48352,0.56338,0.90849,90.1497,-19.4382,5.0104
re,2,9,green,3,4,darker,voronoi_yellow,18.4970061,-11.1642007,-2.7324585,23.0390435,-12.9732762,-2.4412220,0.0597961,0.0699344,0.0631753,0.0598374,0.0700545,0.0632079,-0.14599,-0.27593,0.53254,-0.29874,-0.14059,-0.9839,-0.0023393,-0.0043429,4.9585,-1.8342,2.0689,0.45513,0.0016432,0.0014174,0.0005933,0.0071188,0.0063936,0.0031981,0.14952,0.17621,0.2331,0.48352,0.56338,0.90849,90.1497,-19.4382,5.0104
re,3,9,green,3,4,darker,voronoi_yellow,13.0467606,-8.2592468,1.3054422,16.8778731,-9.6008437,1.9869422,0.0361871,0.0404659,0.0303023,0.0362820,0.0406181,0.0303576,-0.14599,-0.27593,0.53254,-0.29874,-0.14059,-0.9839,-0.0023393,-0.0043429,4.9585,-1.8342,2.0689,0.45513,0.0016432,0.0014174,0.0005933,0.0071188,0.0063936,0.0031981,0.14952,0.17621,0.2331,0.48352,0.56338,0.90849,90.1497,-19.4382,5.0104
re,4,9,green,3,4,darker,voronoi_yellow,21.1207166,-4.2481053,2.8839623,26.0134231,-5.0491462,3.8924892,0.0777376,0.0803474,0.0596527,0.0778905,0.0806120,0.0598132,-0.14599,-0.27593,0.53254,-0.29874,-0.14059,-0.9839,-0.0023393,-0.0043429,4.9585,-1.8342,2.0689,0.45513,0.0016432,0.0014174,0.0005933,0.0071188,0.0063936,0.0031981,0.14952,0.17621,0.2331,0.48352,0.56338,0.90849,90.1497,-19.4382,5.0104
re,1,10,green,3,4,darker,voronoi_yellow_brighter,19.7629528,-13.1781346,-0.3560679,24.4745275,-15.2321762,0.2441900,0.0664716,0.0777385,0.0623872,0.0665712,0.0779614,0.0624719,-0.18406,-0.2736,0.53615,-0.32863,-0.13047,-0.97554,-0.002895,-0.0087541,7.4716,-2.579,3.7625,0.28684,0.0025032,0.0021379,0.0008085,0.0074008,0.0066482,0.0032337,0.14669,0.17394,0.2232,0.38689,0.45107,0.72004,90.2329,-20.9651,4.6326
re,2,10,green,3,4,darker,voronoi_yellow_brighter,21.4644504,-3.7396356,1.5023298,26.4012026,-4.4938136,2.3500171,0.0799411,0.0828050,0.0657480,0.0800617,0.0830310,0.0659087,-0.18406,-0.2736,0.53615,-0.32863,-0.13047,-0.97554,-0.002895,-0.0087541,7.4716,-2.579,3.7625,0.28684,0.0025032,0.0021379,0.0008085,0.0074008,0.0066482,0.0032337,0.14669,0.17394,0.2232,0.38689,0.45107,0.72004,90.2329,-20.9651,4.6326
re,3,10,green,3,4,darker,voronoi_yellow_brighter,23.6448657,-13.8371953,1.4934930,28.8710084,-15.9834375,2.3768810,0.0910795,0.1045750,0.0780215,0.0912588,0.1049448,0.0782122,-0.18406,-0.2736,0.53615,-0.32863,-0.13047,-0.97554,-0.002895,-0.0087541,7.4716,-2.579,3.7625,0.28684,0.0025032,0.0021379,0.0008085,0.0074008,0.0066482,0.0032337,0.14669,0.17394,0.2232,0.38689,0.45107,0.72004,90.2329,-20.9651,4.6326
re,4,10,green,3,4,darker,voronoi_yellow_brighter,15.1140345,-4.1704899,-1.7226229,19.2113250,-4.9829891,-1.3675191,0.0452763,0.0487311,0.0445819,0.0453123,0.0488034,0.0445801,-0.18406,-0.2736,0.53615,-0.32863,-0.13047,-0.97554,-0.002895,-0.0087541,7.4716,-2.579,3.7625,0.28684,0.0025032,0.0021379,0.0008085,0.0074008,0.0066482,0.0032337,0.14669,0.17394,0.2232,0.38689,0.45107,0.72004,90.2329,-20.9651,4.6326
