0,2.6708e-06,7.0558e-07
0,0,3.0623e-06
0,3.3752e-06,3.4433e-06
0,2.3983e-07,5.7283e-06
0,0,4.1792e-06
0,0,2.0154e-06
0,0,0
5.7839e-07,0,3.6447e-06
0,1.6961e-06,1.9022e-06
1.4882e-06,0,3.384e-06
1.8801e-07,0,2.3757e-06
2.3473e-06,0,4.1632e-06
0,3.8386e-06,4.0302e-06
0,1.2854e-06,2.1223e-06
0,0,1.8493e-06
0,0,1.4556e-06
0,0,2.6521e-06
0,0,2.6709e-06
0,2.1631e-06,4.0194e-06
0,0,7.2576e-06
1.0397e-06,0,1.2619e-05
4.5856e-06,0,1.4998e-05
3.1808e-06,0,2.2473e-05
1.7399e-06,0,3.0669e-05
6.2861e-06,3.6615e-06,5.5995e-05
6.0841e-06,0,7.4489e-05
6.3861e-06,0,7.0742e-05
6.1849e-06,3.0576e-06,4.8318e-05
5.8248e-06,3.1819e-06,2.8999e-05
5.3029e-06,0,2.7452e-05
1.7075e-06,0,3.1686e-05
1.1668e-06,2.2532e-06,3.7947e-05
1.9762e-06,4.1258e-06,4.693e-05
4.6495e-06,3.5178e-06,5.8963e-05
1.5838e-06,3.4182e-06,7.8136e-05
3.7002e-06,2.6946e-06,9.7895e-05
7.1362e-06,2.8903e-06,0.00011642
9.1991e-06,2.4979e-06,0.00014488
6.6411e-06,4.6416e-06,0.00017986
6.699e-06,2.724e-06,0.00022181
9.2381e-06,2.5118e-06,0.00026391
1.4533e-05,4.9143e-06,0.00031423
1.3101e-05,3.5598e-06,0.00037361
1.439e-05,3.156e-06,0.00044712
1.2188e-05,7.3996e-06,0.00052534
1.5691e-05,8.5311e-06,0.00061106
2.0369e-05,9.1335e-06,0.00071213
2.4136e-05,1.2e-05,0.00084459
2.0858e-05,1.2946e-05,0.00097435
2.8315e-05,1.5021e-05,0.0011242
2.7313e-05,1.5429e-05,0.0013258
3.8103e-05,1.7567e-05,0.0016302
4.2839e-05,2.1655e-05,0.0019524
4.8908e-05,2.5118e-05,0.0023044
5.7944e-05,3.3981e-05,0.0029111
8.7885e-05,4.5688e-05,0.0042378
0.00011593,5.9866e-05,0.0053616
0.00011466,6.093e-05,0.0053657
9.3723e-05,4.7962e-05,0.0043527
6.6228e-05,3.514e-05,0.0030754
5.1917e-05,3.2726e-05,0.0026831
5.5279e-05,3.1537e-05,0.0027679
5.5965e-05,3.0079e-05,0.0028823
5.6058e-05,3.4057e-05,0.0029767
5.396e-05,3.4742e-05,0.0030596
6.0156e-05,3.7479e-05,0.0031321
5.9664e-05,3.3771e-05,0.0031703
5.7248e-05,3.723e-05,0.0031984
5.6228e-05,3.4978e-05,0.0032205
5.2815e-05,3.3683e-05,0.0032189
5.2133e-05,3.3685e-05,0.0032192
5.1363e-05,3.2986e-05,0.0032037
4.7101e-05,3.0656e-05,0.0031645
4.6542e-05,3.3037e-05,0.0031243
4.4842e-05,3.0505e-05,0.0030621
4.3012e-05,2.8205e-05,0.0029997
3.783e-05,2.8109e-05,0.002921
3.6522e-05,2.7208e-05,0.0028211
3.6725e-05,2.7077e-05,0.0027186
3.414e-05,2.6388e-05,0.0026172
3.418e-05,2.5835e-05,0.0025187
3.114e-05,2.5201e-05,0.0023962
2.8782e-05,2.4521e-05,0.002282
2.902e-05,2.2142e-05,0.0021704
2.8488e-05,2.1927e-05,0.0020665
2.9632e-05,2.2199e-05,0.0019413
2.928e-05,2.5146e-05,0.0018382
2.7532e-05,2.5637e-05,0.0017352
2.6239e-05,2.8219e-05,0.0016259
2.5208e-05,3.5419e-05,0.0015144
2.4374e-05,4.0056e-05,0.0014144
