8.4825e-07,0,1.9577e-06
0,3.0045e-06,1.9639e-06
1.9007e-07,0,1.0627e-06
0,4.812500000000001e-07,1.1745e-06
0,0,1.0164e-06
1.8492e-06,0,1.0654e-06
3.5073e-06,8.6647e-07,1.8357e-06
0,2.6866e-06,1.866e-06
1.996e-06,1.1014e-06,1.3682e-06
0,1.3039e-06,0
0,0,5.8268e-07
3.1151e-07,0,5.5987e-07
0,0,1.1831e-06
0,8.1016e-07,1.4231e-08
0,0,0
0,0,1.7168e-06
1.8187e-06,1.6381e-06,9.944500000000001e-07
0,1.3591e-06,1.1212e-06
1.8383e-06,0,2.1752e-06
4.8499e-07,0,4.8414e-06
4.4634e-06,0,7.1415e-06
6.9407e-07,1.3666e-06,1.0367e-05
9.2405e-07,0,1.5066e-05
9.9071e-07,3.3172e-06,2.221e-05
3.8377e-06,9.920199999999999e-07,3.9302e-05
8.8243e-06,2.1119e-06,5.1095e-05
6.6153e-06,3.4347e-06,4.7853e-05
1.0082e-06,7.9541e-08,3.4252e-05
2.6465e-06,0,1.9211e-05
8.5663e-07,0,1.6742e-05
1.1348e-06,9.744299999999999e-07,2.2098e-05
3.7319e-06,8.212e-07,2.3714e-05
1.1887e-06,7.993e-07,2.9952e-05
1.3784e-06,5.9691e-07,3.7804e-05
3.808e-06,0,5.0867e-05
1.0174e-06,0,6.3642e-05
3.5455e-06,4.2171e-07,7.8883e-05
1.992e-06,2.3653e-06,9.6458e-05
2.9476e-06,2.4371e-06,0.00012099
6.6317e-06,2.4097e-07,0.0001465
5.8775e-06,1.4395e-06,0.00017716
6.8388e-06,2.0115e-06,0.00021281
5.559e-06,1.878e-06,0.00025073
6.7217e-06,2.8496e-06,0.00030605
9.9232e-06,2.9625e-06,0.00035904
9.791499999999999e-06,1.8429e-06,0.00042186
9.5407e-06,3.4653e-06,0.00049634
1.1642e-05,4.1464e-06,0.00059399
1.3869e-05,5.2357e-06,0.0006907699999999999
1.4557e-05,4.946e-06,0.00080598
1.6761e-05,6.7507e-06,0.00095857
2.0099e-05,7.4393e-06,0.0012004
2.4129e-05,9.2085e-06,0.0014574
2.8298e-05,9.992399999999999e-06,0.0017372
3.6037e-05,1.3759e-05,0.0022291
4.7479e-05,1.866e-05,0.0033153
6.3218e-05,2.4616e-05,0.0042672
6.3938e-05,2.4751e-05,0.004271
5.2525e-05,2.103e-05,0.0034223
3.5478e-05,1.3961e-05,0.0023263
2.671e-05,1.1776e-05,0.0019748
2.7364e-05,1.3176e-05,0.0020314
2.8285e-05,1.3938e-05,0.0021241
2.9697e-05,1.4539e-05,0.0021935
3.0048e-05,1.2901e-05,0.00226
2.9666e-05,1.3567e-05,0.0023174
2.7861e-05,1.3597e-05,0.0023501
2.7767e-05,1.3603e-05,0.0023746
2.6375e-05,1.2921e-05,0.0023893
2.6927e-05,1.3558e-05,0.0023964
2.5996e-05,1.3593e-05,0.0023955
2.3506e-05,1.5423e-05,0.0023843
2.1819e-05,1.1876e-05,0.0023578
2.0797e-05,1.2437e-05,0.0023225
1.9991e-05,1.2961e-05,0.0022769
1.9219e-05,1.1979e-05,0.0022278
1.7403e-05,1.174e-05,0.0021702
1.7279e-05,1.0211e-05,0.0020954
1.7036e-05,1.037e-05,0.0020188
1.5598e-05,1.0471e-05,0.0019437
1.5778e-05,1.0002e-05,0.0018636
