exp_name,obs_name,img_name,mask_name,illum_glaven,body_glaven,hilo_glaven,rg_glaven,by_glaven,bkgd_glaven,lrc_glaven,wpld_glaven,wprg_glaven,wpyv_glaven,wpL_glaven,wpa_glaven,wpb_glaven,wp_top5L_glaven,wp_top5a_glaven,wp_top5b_glaven,gwld_glaven,gwrg_glaven,gwyv_glaven,gwL_glaven,gwa_glaven,gwb_glaven,msat_ld_glaven,msat_rg_glaven,msat_yv_glaven,msat_L_glaven,msat_a_glaven,msat_b_glaven,mfreq_L_glaven,mfreq_a_glaven,mfreq_b_glaven,hv_glaven,lm_glaven,mm_glaven,sm_glaven,lsd_glaven,msd_glaven,ssd_glaven,rmc_l_glaven,rmc_m_glaven,rmc_s_glaven,rsd_l_glaven,rsd_m_glaven,rsd_s_glaven,tau_simpler_l_glaven,tau_simpler_m_glaven,tau_simpler_s_glaven,tau_general_l_glaven,tau_general_m_glaven,tau_general_s_glaven,lm_match,mm_match,sm_match,gwld_match,gwrg_match,gwyv_match,gwL_match,gwa_match,gwb_match,qualityc,rmc_l_match,rmc_m_match,rmc_s_match,rsd_l_filter,rsd_m_filter,rsd_s_filter,tau_simpler_l_filter,tau_simpler_m_filter,tau_simpler_s_filter,tau_general_l_filter,tau_general_m_filter,tau_general_s_filter,wpL_filter,wpa_filter,wpb_filter,wp_top5L_filter,wp_top5a_filter,wp_top5b_filter,msat_ld_filter,msat_rg_filter,msat_yv_filter,msat_L_filter,msat_a_filter,msat_b_filter,mfreq_L_filter,mfreq_a_filter,mfreq_b_filter
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_blue_lighter.png,white_walls_mask,white,blue,1,-1,-1,not_a_rmc_rsd_comp_image,0.633188928946799,0.531839905281167,-0.282075472878435,0.245511918738314,86.6787830564343,-10.8129074195746,-21.504079344921,59.7416612791449,-19.054753736054,-20.442177778673,-0.800782772084057,-0.0952875450786888,0.107851814908446,34.086194614503,-21.7683397769747,-17.3432368631362,-0.911988673831818,-0.070043374644124,0.0837213309573579,12.9166532922164,-17.4126102542279,-12.5426441656732,NaN,NaN,NaN,0.00175756424937146,0.0193347438316129,0.0194851216669428,0.0169676164314076,0.014997576666425,0.0141398542624049,0.0109321861145159,0.202629543020634,0.237102016072144,0.306137066559849,0.834457281991708,0.917621546397438,1.10193015843288,0.834457281991708,0.976419829689732,1.26071598775917,0.193027562949512,0.225897344096073,0.291722821646873,0.0057789975792374,0.00601523286256666,0.00442252825860936,-0.93929767096497,-0.0347670905474586,0.0187817682875333,19.3282995506592,-17.7011714745219,-7.64788252770483,NaN,0.158233134004376,0.200692545585056,0.222930253437459,0.158354958804521,0.200794770027281,0.222944573281904,0.158354958804521,0.200847060184101,0.223101889003815,0.22594017832958,0.28676825582501,0.318626375525903,23.9290279532436,-19.963558954691,-8.28097973100728,17.9080703896443,-17.0031396655964,-7.45624209204153,-0.947459987190272,-0.030142714858954,0.0167922136882889,13.7827394065334,-14.970606440471,-6.84632261569313,18.4080703896443,-14.4706064404711,-6.34632261569306
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_blue_lighter.png,white_walls_mask,white,blue,1,-1,-1,not_a_rmc_rsd_comp_image,0.633188928946799,0.531839905281167,-0.282075472878435,0.245511918738314,86.6787830564343,-10.8129074195746,-21.504079344921,59.7416612791449,-19.054753736054,-20.442177778673,-0.800782772084057,-0.0952875450786888,0.107851814908446,34.086194614503,-21.7683397769747,-17.3432368631362,-0.911988673831818,-0.070043374644124,0.0837213309573579,12.9166532922164,-17.4126102542279,-12.5426441656732,NaN,NaN,NaN,0.00175756424937146,0.0193347438316129,0.0194851216669428,0.0169676164314076,0.014997576666425,0.0141398542624049,0.0109321861145159,0.202629543020634,0.237102016072144,0.306137066559849,0.834457281991708,0.917621546397438,1.10193015843288,0.834457281991708,0.976419829689732,1.26071598775917,0.193027562949512,0.225897344096073,0.291722821646873,0.0084326708074668,0.00914079272672707,0.00632503094520117,-0.909748996634611,-0.0625416805772712,0.0232710950313428,24.5291222466763,-25.8576551539071,-7.04309987495601,NaN,0.23089262654939,0.304973889275078,0.318831371821884,0.231170740516833,0.30530055372683,0.318920436633373,0.231170740516833,0.305341235342298,0.319215409454822,0.329882766083839,0.436075933208516,0.455940199905335,29.8096803961126,-29.1775140870201,-7.54594591393787,22.8990062669546,-24.8332346093275,-6.8922055233225,-0.921890749915418,-0.0541999623670328,0.0209111052386159,18.164378272628,-21.8519527117145,-6.39308945572327,23.3990062669547,-21.3519527117142,-5.89308945572321
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_blue_lighter.png,white_walls_mask,white,blue,1,-1,-1,not_a_rmc_rsd_comp_image,0.633188928946799,0.531839905281167,-0.282075472878435,0.245511918738314,86.6787830564343,-10.8129074195746,-21.504079344921,59.7416612791449,-19.054753736054,-20.442177778673,-0.800782772084057,-0.0952875450786888,0.107851814908446,34.086194614503,-21.7683397769747,-17.3432368631362,-0.911988673831818,-0.070043374644124,0.0837213309573579,12.9166532922164,-17.4126102542279,-12.5426441656732,NaN,NaN,NaN,0.00175756424937146,0.0193347438316129,0.0194851216669428,0.0169676164314076,0.014997576666425,0.0141398542624049,0.0109321861145159,0.202629543020634,0.237102016072144,0.306137066559849,0.834457281991708,0.917621546397438,1.10193015843288,0.834457281991708,0.976419829689732,1.26071598775917,0.193027562949512,0.225897344096073,0.291722821646873,0.00826957063011646,0.00831725515050767,0.00621895674663318,-0.914373981378681,-0.0403402731184852,0.0260670411322637,23.4520579919524,-15.4609381184094,-9.09142842314864,NaN,0.226426825713699,0.277497338269886,0.313484396836726,0.226563335139333,0.277579325649173,0.313483044122051,0.226563335139333,0.277664637361515,0.313673392000275,0.323241174149314,0.396388988074769,0.4479329129742,28.58880017406,-17.4281421701688,-9.87301538567236,21.8663739300625,-14.854047566299,-8.85436061713639,-0.92588518277472,-0.0349880027852802,0.0233141601100987,17.2602964320771,-13.0859991315968,-8.10672303796999,22.3663739300624,-12.5859991315969,-7.60672303796998
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_blue_lighter.png,white_walls_mask,white,blue,1,-1,-1,not_a_rmc_rsd_comp_image,0.633188928946799,0.531839905281167,-0.282075472878435,0.245511918738314,86.6787830564343,-10.8129074195746,-21.504079344921,59.7416612791449,-19.054753736054,-20.442177778673,-0.800782772084057,-0.0952875450786888,0.107851814908446,34.086194614503,-21.7683397769747,-17.3432368631362,-0.911988673831818,-0.070043374644124,0.0837213309573579,12.9166532922164,-17.4126102542279,-12.5426441656732,NaN,NaN,NaN,0.00175756424937146,0.0193347438316129,0.0194851216669428,0.0169676164314076,0.014997576666425,0.0141398542624049,0.0109321861145159,0.202629543020634,0.237102016072144,0.306137066559849,0.834457281991708,0.917621546397438,1.10193015843288,0.834457281991708,0.976419829689732,1.26071598775917,0.193027562949512,0.225897344096073,0.291722821646873,0.0104377546257926,0.0101555448307152,0.00702919255456957,-0.893054130416681,-0.0399034866975811,0.0185420429020756,26.3251356159328,-12.5196480527865,-7.84736031667002,NaN,0.285793271888823,0.338830131841268,0.354326662492291,0.286059034106001,0.339110479670418,0.354405521777149,0.286059034106001,0.339145213601205,0.354656154641657,0.408171172096613,0.484169476629224,0.506374977797115,31.8380825491125,-14.1126583439163,-8.45388183127462,24.6232993970126,-12.0281728114046,-7.66446136708617,-0.907436596992791,-0.0346122797281012,0.0168995294473709,19.6801003761885,-10.5967370297794,-7.07239866938926,25.1232993970127,-10.0967370297793,-6.57239866938925
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_blue_lighter.png,white_walls_mask,white,blue,1,-1,-1,not_a_rmc_rsd_comp_image,0.633188928946799,0.531839905281167,-0.282075472878435,0.245511918738314,86.6787830564343,-10.8129074195746,-21.504079344921,59.7416612791449,-19.054753736054,-20.442177778673,-0.800782772084057,-0.0952875450786888,0.107851814908446,34.086194614503,-21.7683397769747,-17.3432368631362,-0.911988673831818,-0.070043374644124,0.0837213309573579,12.9166532922164,-17.4126102542279,-12.5426441656732,NaN,NaN,NaN,0.00175756424937146,0.0193347438316129,0.0194851216669428,0.0169676164314076,0.014997576666425,0.0141398542624049,0.0109321861145159,0.202629543020634,0.237102016072144,0.306137066559849,0.834457281991708,0.917621546397438,1.10193015843288,0.834457281991708,0.976419829689732,1.26071598775917,0.193027562949512,0.225897344096073,0.291722821646873,0.00419015836403058,0.00438098124820761,0.00325017264937227,-0.955920724157927,-0.0258372634747319,0.0143741266872091,15.7704205520042,-16.3536722986202,-7.04918559300848,NaN,0.114729566992257,0.146167288773592,0.163834297956051,0.114813216551668,0.146232508642603,0.163840585347549,0.114813216551668,0.146273859639557,0.163953749874154,0.163812669111447,0.208848362298833,0.234157003001684,19.9076231851475,-18.448526287828,-7.6393952649469,14.493281987216,-15.7129627275018,-6.87041847353066,-0.961847572030066,-0.022400599417552,0.0128351470146777,10.7835607116437,-13.8023469001809,-6.30302740770413,14.993281987216,-13.3023469001808,-5.80302740770418
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_blue_lightest.png,white_walls_mask,white,blue,0,-1,-1,not_a_rmc_rsd_comp_image,0.240776378817464,0.524357644582166,-0.399628860097441,0.346534709365748,86.8419617082292,-18.505530200324,-23.4552828681275,68.2555241421957,-55.5433215125282,-31.8453815247029,-0.583397932993386,-0.283016860746213,0.306531225107908,50.7756477769767,-40.6985540139165,-25.2786149704868,-0.608764196962925,-0.398092806041404,0.484840959208259,39.8692936207522,-53.49539779619,-28.3521613968989,NaN,NaN,NaN,0.000692228634862735,0.0394853457695804,0.0425357845388303,0.0397401450226559,0.0150948033461425,0.0158839566654826,0.0145219629633969,0.519936723200638,0.636690003670669,0.846446546993985,0.79680492188303,0.967762889508451,1.33621624242024,0.79680492188303,0.975729749411728,1.29718241597533,0.478552312317213,0.586104808170364,0.779331411012956,0.0471211181053509,0.0511253263236559,0.0329335468640845,-0.494328387886867,-0.35130293740772,0.0830725486024654,56.0077461845839,-46.4450611989583,-9.28495128458119,NaN,1.29021029916817,1.70574807629028,1.66011012698728,1.29225557153283,1.7084716579212,1.6609849202739,1.29225557153283,1.70845206912288,1.66274177344615,1.84430400142468,2.44027503003542,2.37482034194866,65.3935705296174,-52.4218906207905,-9.77453045422529,53.1102906337414,-44.6006381429129,-9.14133439221058,-0.562386613140026,-0.304387743445944,0.0759166441213204,44.6952387266256,-39.2348117966067,-8.61870141827694,45.195238726626,-38.734811796607,-8.11870141827694
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_blue_lightest.png,white_walls_mask,white,blue,0,-1,-1,not_a_rmc_rsd_comp_image,0.240776378817464,0.524357644582166,-0.399628860097441,0.346534709365748,86.8419617082292,-18.505530200324,-23.4552828681275,68.2555241421957,-55.5433215125282,-31.8453815247029,-0.583397932993386,-0.283016860746213,0.306531225107908,50.7756477769767,-40.6985540139165,-25.2786149704868,-0.608764196962925,-0.398092806041404,0.484840959208259,39.8692936207522,-53.49539779619,-28.3521613968989,NaN,NaN,NaN,0.000692228634862735,0.0394853457695804,0.0425357845388303,0.0397401450226559,0.0150948033461425,0.0158839566654826,0.0145219629633969,0.519936723200638,0.636690003670669,0.846446546993985,0.79680492188303,0.967762889508451,1.33621624242024,0.79680492188303,0.975729749411728,1.29718241597533,0.478552312317213,0.586104808170364,0.779331411012956,0.0370864049968776,0.0354375649998017,0.0258911721276105,-0.623314749715795,-0.120701166288613,0.0865716695556785,48.2416488010302,-15.3499697524696,-14.1755318839699,NaN,1.01545259556691,1.18234078241676,1.30511897871198,1.01608110130822,1.18276989731024,1.30517218248093,1.01608110130822,1.1830725821809,1.30592677099572,1.44966750719308,1.68870546043923,1.86456361612803,56.6061251846538,-17.2847408100931,-15.3838090858777,45.6595822738617,-14.75320617312,-13.8091955266651,-0.673953788824214,-0.104762044503983,0.078057456322199,38.1592032946101,-13.013027671029,-12.6517056076964,38.6592032946105,-12.5130276710292,-12.1517056076963
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_blue_lightest.png,white_walls_mask,white,blue,0,-1,-1,not_a_rmc_rsd_comp_image,0.240776378817464,0.524357644582166,-0.399628860097441,0.346534709365748,86.8419617082292,-18.505530200324,-23.4552828681275,68.2555241421957,-55.5433215125282,-31.8453815247029,-0.583397932993386,-0.283016860746213,0.306531225107908,50.7756477769767,-40.6985540139165,-25.2786149704868,-0.608764196962925,-0.398092806041404,0.484840959208259,39.8692936207522,-53.49539779619,-28.3521613968989,NaN,NaN,NaN,0.000692228634862735,0.0394853457695804,0.0425357845388303,0.0397401450226559,0.0150948033461425,0.0158839566654826,0.0145219629633969,0.519936723200638,0.636690003670669,0.846446546993985,0.79680492188303,0.967762889508451,1.33621624242024,0.79680492188303,0.975729749411728,1.29718241597533,0.478552312317213,0.586104808170364,0.779331411012956,0.0477814823933796,0.047061943539718,0.0328699214003634,-0.508215701571321,-0.201160392042703,0.0957098097904432,54.4872415522064,-23.4061983580886,-13.3679884573279,NaN,1.30829155105427,1.570177159382,1.6569029025394,1.30948759321995,1.57141320154983,1.65723371897699,1.30948759321995,1.57161261777711,1.65841764574345,1.86846749851186,2.24372402031002,2.36799354751092,63.6681874179882,-26.3885586346126,-14.4115756882796,51.6531022628589,-22.4860608234694,-13.0531117293562,-0.574351903842025,-0.174463770901867,0.0868196889110543,43.4209690361386,-19.8063961947924,-12.0363897947336,43.9209690361389,-19.3063961947924,-11.5363897947336
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_blue_lightest.png,white_walls_mask,white,blue,0,-1,-1,not_a_rmc_rsd_comp_image,0.240776378817464,0.524357644582166,-0.399628860097441,0.346534709365748,86.8419617082292,-18.505530200324,-23.4552828681275,68.2555241421957,-55.5433215125282,-31.8453815247029,-0.583397932993386,-0.283016860746213,0.306531225107908,50.7756477769767,-40.6985540139165,-25.2786149704868,-0.608764196962925,-0.398092806041404,0.484840959208259,39.8692936207522,-53.49539779619,-28.3521613968989,NaN,NaN,NaN,0.000692228634862735,0.0394853457695804,0.0425357845388303,0.0397401450226559,0.0150948033461425,0.0158839566654826,0.0145219629633969,0.519936723200638,0.636690003670669,0.846446546993985,0.79680492188303,0.967762889508451,1.33621624242024,0.79680492188303,0.975729749411728,1.29718241597533,0.478552312317213,0.586104808170364,0.779331411012956,0.0266521298073465,0.0289116324737527,0.0190823557536305,-0.714227430504122,-0.198472847791177,0.0558330630532739,43.5282835801871,-38.2823945070638,-8.57291782074789,NaN,0.729754593159807,0.964609226400119,0.96190101127319,0.730819464748676,0.965981501526092,0.962325118109936,0.730819464748676,0.966016802274505,0.96330463526927,1.04297818072877,1.37975239099516,1.37586889507251,51.2864113331069,-43.2050925437481,-9.08977339100174,41.133317253912,-36.7633072536876,-8.41963027876663,-0.752684152197352,-0.171978466338832,0.0506496088225734,34.1774954502783,-32.3434578013133,-7.88645590859654,34.6774954502782,-31.8434578013133,-7.38645590859656
white_walls_filter,01,color_diff_exp8_illum_white_spec_trans_munsell_green_lighter.png,white_walls_mask,white,green,1,-1,-1,not_a_rmc_rsd_comp_image,0.574675426592513,0.516484751176074,-0.41403056513719,-0.0340714436117751,86.7869742136914,-20.8617619317085,-10.5731996317294,58.8770096663671,-34.0391790459431,-4.87556501354051,-0.843909772222405,-0.105754300564137,-0.0014741432272617,29.7094040636332,-33.6754054861672,-1.26322863767558,-0.924015688454794,-0.0747485627259697,-0.011965042650468,9.42674046166793,-21.1112277099941,0.517499822944399,NaN,NaN,NaN,0.00624872436910462,0.0145162871660834,0.0156685022936734,0.00873122471801058,0.0143486772368601,0.0140734528174789,0.00828385318426205,0.147878710907101,0.185266992535367,0.15578259891831,0.817036496771397,0.933180189883688,0.86237726154073,0.817036496771397,1.02360842625657,0.860705831809138,0.141947085722731,0.177868297541248,0.149540834969175,0.00367944891173062,0.00397282886314617,0.00277209627494371,-0.960695638988754,-0.0267813058687933,0.0104627866954778,14.7052579055233,-19.0894232655939,-5.5112632161379,NaN,0.100745972762452,0.132549671132495,0.139735483639524,0.100861663162217,0.132682111146713,0.139770377783928,0.100861663162217,0.13270188291845,0.139895947164966,0.14392772984593,0.189513831178652,0.199813676602035,18.7056176709065,-21.6313897609172,-5.914669348292,13.4703434580211,-18.411868110712,-5.39001971024891,-0.965983039838647,-0.0232102162916998,0.00939286702551849,9.88353367156353,-15.5871366610683,-4.99171132412399,13.9703434580212,-15.0871366610684,-4.49171132412395
