sub_id,trial,img,img_name,illum,rg,by,lighter_darker,bkgd,mean_ld,mean_rg,mean_yv,mean_l,mean_a,mean_b,mean_cone_l,mean_cone_m,mean_cone_s,max_l,max_a,max_b,mean_ratio_l,mean_ratio_m,mean_ratio_s,std_ratio_l,std_ratio_m,std_ratio_s,lrc,redness,wpld,wprg,wpyv,gwld,gwrg,gwyv,gwl,gwa,gwb,hv,mean_cone_l,mean_cone_m,mean_cone_s,sd_cone_l,sd_cone_m,sd_cone_s,rmc_l,rmc_m,rmc_s,rsd_l,rsd_m,rsd_s,wpL,wpA,wpB,ld,rg_mix,by_mix,qualityc
04,3,3,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red.png,red,1,4,lighter,voronoi_red,-0.7377218,-0.2520174,0.2534260,42.5120184,-33.0371385,-22.9017313,0.0243496,0.0278366,0.0236535,50.1805237,-38.4766563,-24.6134330,0.2743784,0.3828449,0.5011799,0.2732130,0.3815843,0.4995461,-0.16492,-0.27462,0.50625,-0.37725,-0.073328,-0.94969,-0.010709,0.035454,13.6605,5.1997,-11.0196,0.18377,0.0051667,0.0045734,0.0039831,0.010883,0.010996,0.0060034,0.34082,0.68323,0.70676,0.51533,1.1526,0.80379,89.5392,-23.0364,2.6091,0.66289,0.19271,0.91417,2
04,4,3,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red.png,red,1,4,lighter,voronoi_red,-0.6662075,-0.3456560,0.2271163,47.4074867,-47.5092030,-18.4787057,0.0304969,0.0357735,0.0259458,55.7316099,-54.9193523,-19.5677737,0.3436479,0.4920025,0.5497509,0.3427077,0.4914402,0.5485779,-0.16492,-0.27462,0.50625,-0.37725,-0.073328,-0.94969,-0.010709,0.035454,13.6605,5.1997,-11.0196,0.18377,0.0051667,0.0045734,0.0039831,0.010883,0.010996,0.0060034,0.34082,0.68323,0.70676,0.51533,1.1526,0.80379,89.5392,-23.0364,2.6091,0.6703,0.00625,0.93417,2
04,1,4,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red_brighter.png,red,1,4,lighter,voronoi_red_brighter,-0.3783814,-0.4256530,0.2083542,62.0092372,-38.9855356,-12.1418161,0.0594501,0.0619671,0.0390964,72.2680312,-45.0885080,-12.2013024,0.6699003,0.8522506,0.8283912,0.6694734,0.8527562,0.8277249,-0.23953,-0.29335,0.53822,-0.11731,-0.11325,-0.92391,-0.030183,0.066831,18.8849,2.2,-15.2966,0.14742,0.0076429,0.0072145,0.0065915,0.012202,0.012642,0.0073107,0.36799,0.72521,0.72667,0.4962,1.0185,0.71586,90.2807,-8.4966,4.0038,0.97808,0.24323,0.74667,4
04,2,4,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red_brighter.png,red,1,4,lighter,voronoi_red_brighter,-0.5967356,-0.3683290,0.2333345,51.5318216,-44.0159931,-17.1066631,0.0374560,0.0421790,0.0295853,60.4022437,-50.8971662,-17.9544332,0.4220646,0.5801000,0.6268659,0.4212003,0.5797063,0.6257538,-0.23953,-0.29335,0.53822,-0.11731,-0.11325,-0.92391,-0.030183,0.066831,18.8849,2.2,-15.2966,0.14742,0.0076429,0.0072145,0.0065915,0.012202,0.012642,0.0073107,0.36799,0.72521,0.72667,0.4962,1.0185,0.71586,90.2807,-8.4966,4.0038,0.76556,0.11406,0.85917,4
04,3,4,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red_brighter.png,red,1,4,lighter,voronoi_red_brighter,-0.5323440,-0.4186151,0.2156464,54.9496172,-47.8798015,-14.7154935,0.0434675,0.0486602,0.0319260,64.2755555,-55.2649628,-15.2120666,0.4898042,0.6692370,0.6764615,0.4891446,0.6693469,0.6755842,-0.23953,-0.29335,0.53822,-0.11731,-0.11325,-0.92391,-0.030183,0.066831,18.8849,2.2,-15.2966,0.14742,0.0076429,0.0072145,0.0065915,0.012202,0.012642,0.0073107,0.36799,0.72521,0.72667,0.4962,1.0185,0.71586,90.2807,-8.4966,4.0038,0.80551,0.089583,0.83833,4
04,4,4,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red_brighter.png,red,1,4,lighter,voronoi_red_brighter,-0.6670971,-0.2627545,0.1196778,47.3495607,-37.8901903,-10.5073834,0.0313731,0.0338882,0.0212732,55.6816272,-43.7382507,-10.6316929,0.3535205,0.4660746,0.4507460,0.3532817,0.4664304,0.4503692,-0.23953,-0.29335,0.53822,-0.11731,-0.11325,-0.92391,-0.030183,0.066831,18.8849,2.2,-15.2966,0.14742,0.0076429,0.0072145,0.0065915,0.012202,0.012642,0.0073107,0.36799,0.72521,0.72667,0.4962,1.0185,0.71586,90.2807,-8.4966,4.0038,0.69343,0.1375,0.77167,3
04,1,5,mitsuba_comp_rmc_rsd_illum_4_rg_1_by_2_ld_1_bkgd_voronoi_diff_dist_brighter.png,green,1,2,darker,voronoi_diff_dist_brighter,-0.8969229,-0.0529156,0.0080381,26.8564214,-17.8726500,-1.7154185,0.0100589,0.0098843,0.0053394,32.5014812,-20.6441805,-1.1530249,0.1133463,0.1359418,0.1131326,0.1134644,0.1362775,0.1132363,-0.13214,-0.33272,0.52726,-0.60242,-0.41591,-0.96157,-0.026894,0.02695,11.263,-6.941,-12.3128,0.091649,0.0036891,0.0038639,0.0030279,0.010291,0.01014,0.0038871,0.39526,0.48462,0.25431,0.63331,0.72623,0.24415,90.0276,-44.1682,15.7754,0.40111,0.23229,0.605,3
04,2,5,mitsuba_comp_rmc_rsd_illum_4_rg_1_by_2_ld_1_bkgd_voronoi_diff_dist_brighter.png,green,1,2,darker,voronoi_diff_dist_brighter,-0.8683958,-0.0963750,0.0298160,30.4932945,-27.2112455,-5.0483721,0.0124779,0.0132212,0.0076531,36.6130854,-31.3650852,-4.8210675,0.1406048,0.1818347,0.1621581,0.1406182,0.1821268,0.1621933,-0.13214,-0.33272,0.52726,-0.60242,-0.41591,-0.96157,-0.026894,0.02695,11.263,-6.941,-12.3128,0.091649,0.0036891,0.0038639,0.0030279,0.010291,0.01014,0.0038871,0.39526,0.48462,0.25431,0.63331,0.72623,0.24415,90.0276,-44.1682,15.7754,0.43246,0.1,0.70583,3
04,3,5,mitsuba_comp_rmc_rsd_illum_4_rg_1_by_2_ld_1_bkgd_voronoi_diff_dist_brighter.png,green,1,2,darker,voronoi_diff_dist_brighter,-0.7314252,-0.1903590,-0.0166830,42.9720139,-39.1187557,1.7650766,0.0254296,0.0267365,0.0122527,50.7460122,-44.8641007,3.0234918,0.2865480,0.3677151,0.2596148,0.2870267,0.3690936,0.2603042,-0.13214,-0.33272,0.52726,-0.60242,-0.41591,-0.96157,-0.026894,0.02695,11.263,-6.941,-12.3128,0.091649,0.0036891,0.0038639,0.0030279,0.010291,0.01014,0.0038871,0.39526,0.48462,0.25431,0.63331,0.72623,0.24415,90.0276,-44.1682,15.7754,0.5684,0.011458,0.64917,4
04,4,5,mitsuba_comp_rmc_rsd_illum_4_rg_1_by_2_ld_1_bkgd_voronoi_diff_dist_brighter.png,green,1,2,darker,voronoi_diff_dist_brighter,-0.8421008,-0.1107112,0.0277260,33.4035410,-28.1952481,-4.2314719,0.0150259,0.0157529,0.0088349,39.9066405,-32.4771340,-3.8545888,0.1693166,0.2166538,0.1871981,0.1693857,0.2170774,0.1872755,-0.13214,-0.33272,0.52726,-0.60242,-0.41591,-0.96157,-0.026894,0.02695,11.263,-6.941,-12.3128,0.091649,0.0036891,0.0038639,0.0030279,0.010291,0.01014,0.0038871,0.39526,0.48462,0.25431,0.63331,0.72623,0.24415,90.0276,-44.1682,15.7754,0.47277,0.11615,0.68917,2
04,1,6,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_1_ld_2_bkgd_voronoi_diff_dist.png,green,3,1,lighter,voronoi_diff_dist,-0.6616964,-0.0226218,-0.2480102,47.6853851,-16.4191913,31.5209633,0.0346559,0.0290232,0.0056726,56.1072773,-18.7691675,36.3118355,0.3905126,0.3991645,0.1201941,0.3924840,0.4025543,0.1227823,0.10561,-0.24666,0.5958,0.36313,-1.4321,-0.93777,0.015304,-0.02738,11.8204,5.0039,3.3162,0.60536,0.0066706,0.0049809,0.0018451,0.02262,0.017974,0.0056875,5.4774,4.9941,1.6875,9.3198,8.6435,2.7102,91.5906,-6.2003,73.7937,0.62784,0.2776,0.24833,1
04,2,6,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_1_ld_2_bkgd_voronoi_diff_dist.png,green,3,1,lighter,voronoi_diff_dist,-0.5428584,0.0548519,-0.3772718,54.4075537,-8.8075823,41.8070172,0.0479360,0.0374602,0.0058743,63.7215160,-10.1154849,47.8878841,0.5401565,0.5152004,0.1244662,0.5430540,0.5198988,0.1281112,0.10561,-0.24666,0.5958,0.36313,-1.4321,-0.93777,0.015304,-0.02738,11.8204,5.0039,3.3162,0.60536,0.0066706,0.0049809,0.0018451,0.02262,0.017974,0.0056875,5.4774,4.9941,1.6875,9.3198,8.6435,2.7102,91.5906,-6.2003,73.7937,0.73391,0.3849,0.1775,2
04,3,6,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_1_ld_2_bkgd_voronoi_diff_dist.png,green,3,1,lighter,voronoi_diff_dist,-0.8110662,0.0362693,-0.1523081,36.4451800,-3.2203327,29.9899744,0.0200040,0.0152181,0.0025913,43.3840636,-3.7599193,34.3981876,0.2254109,0.2092985,0.0549050,0.2266227,0.2111997,0.0563749,0.10561,-0.24666,0.5958,0.36313,-1.4321,-0.93777,0.015304,-0.02738,11.8204,5.0039,3.3162,0.60536,0.0066706,0.0049809,0.0018451,0.02262,0.017974,0.0056875,5.4774,4.9941,1.6875,9.3198,8.6435,2.7102,91.5906,-6.2003,73.7937,0.49728,0.44062,0.1775,1
04,4,6,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_1_ld_2_bkgd_voronoi_diff_dist.png,green,3,1,lighter,voronoi_diff_dist,-0.3556795,0.0908733,-0.6445969,62.9399783,-12.3533267,67.3950454,0.0675725,0.0523554,0.0033826,73.3933749,-14.0579059,76.3386530,0.7614258,0.7200591,0.0716728,0.7662078,0.7278246,0.0777887,0.10561,-0.24666,0.5958,0.36313,-1.4321,-0.93777,0.015304,-0.02738,11.8204,5.0039,3.3162,0.60536,0.0066706,0.0049809,0.0018451,0.02262,0.017974,0.0056875,5.4774,4.9941,1.6875,9.3198,8.6435,2.7102,91.5906,-6.2003,73.7937,0.78148,0.30052,0.016667,2
04,1,7,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_1_ld_2_bkgd_voronoi_diff_dist_brighter.png,green,3,1,lighter,voronoi_diff_dist_brighter,-0.2997214,0.1813501,-0.5115385,65.1640481,0.9159342,39.9590780,0.0748717,0.0555572,0.0119287,75.8939049,0.8307850,46.0719589,0.8436750,0.7640940,0.2527507,0.8476379,0.7702051,0.2575373,-0.047166,-0.24148,0.58137,0.36053,-1.4176,-0.76286,0.096052,-0.044443,37.8075,13.7455,2.9967,0.53283,0.026033,0.018326,0.0096515,0.023614,0.018278,0.0059794,2.3286,2.0502,0.83231,1.5233,1.4013,0.41633,91.2654,-6.1161,73.4248,0.97554,0.52656,0.24167,3
04,2,7,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_1_ld_2_bkgd_voronoi_diff_dist_brighter.png,green,3,1,lighter,voronoi_diff_dist_brighter,-0.4256897,0.0177662,-0.4658726,59.9715709,-14.8766408,43.8772508,0.0595330,0.0480878,0.0077077,70.0217286,-17.0090621,50.2972693,0.6708352,0.6613645,0.1633147,0.6744456,0.6673655,0.1679016,-0.047166,-0.24148,0.58137,0.36053,-1.4176,-0.76286,0.096052,-0.044443,37.8075,13.7455,2.9967,0.53283,0.026033,0.018326,0.0096515,0.023614,0.018278,0.0059794,2.3286,2.0502,0.83231,1.5233,1.4013,0.41633,91.2654,-6.1161,73.4248,0.80168,0.32292,0.195,3
04,3,7,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_1_ld_2_bkgd_voronoi_diff_dist_brighter.png,green,3,1,lighter,voronoi_diff_dist_brighter,-0.3549534,0.1094992,-0.5894814,62.9702281,-8.5804702,55.9575222,0.0679906,0.0521335,0.0058214,73.4211901,-9.8310347,63.7568541,0.7661376,0.7170061,0.1233465,0.7705402,0.7240930,0.1289046,-0.047166,-0.24148,0.58137,0.36053,-1.4176,-0.76286,0.096052,-0.044443,37.8075,13.7455,2.9967,0.53283,0.026033,0.018326,0.0096515,0.023614,0.018278,0.0059794,2.3286,2.0502,0.83231,1.5233,1.4013,0.41633,91.2654,-6.1161,73.4248,0.8343,0.37969,0.105,3
04,4,7,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_1_ld_2_bkgd_voronoi_diff_dist_brighter.png,green,3,1,lighter,voronoi_diff_dist_brighter,-0.5791542,0.0899353,-0.3935847,52.4919748,-5.3955969,50.7200394,0.0445987,0.0336328,0.0034160,61.5578927,-6.2033962,57.7144303,0.5025504,0.4625614,0.0723806,0.5055181,0.4672748,0.0760976,-0.047166,-0.24148,0.58137,0.36053,-1.4176,-0.76286,0.096052,-0.044443,37.8075,13.7455,2.9967,0.53283,0.026033,0.018326,0.0096515,0.023614,0.018278,0.0059794,2.3286,2.0502,0.83231,1.5233,1.4013,0.41633,91.2654,-6.1161,73.4248,0.68279,0.40104,0.081667,4
04,1,8,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_4_ld_1_bkgd_voronoi_yellow.png,green,3,4,darker,voronoi_yellow,-0.8693258,-0.0435814,-0.0415892,30.3817318,-17.3008993,8.1297166,0.0129932,0.0119849,0.0045301,36.5030992,-19.8759063,9.9159047,0.1464111,0.1648320,0.0959859,0.1468445,0.1656873,0.0965432,-0.14062,-0.28716,0.53254,-0.29874,-0.14059,-0.92541,-0.016182,-0.016844,16.7724,-7.7743,5.9556,0.3053,0.007547,0.0066796,0.0028896,0.018827,0.01694,0.0086217,1.1387,1.3672,1.8416,1.537,1.8112,2.9682,90.1497,-19.4382,5.0104,0.42691,0.23281,0.46,3
04,2,8,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_4_ld_1_bkgd_voronoi_yellow.png,green,3,4,darker,voronoi_yellow,-0.6681181,-0.1653473,-0.0171050,47.2829792,-28.1139937,1.5465650,0.0323885,0.0316590,0.0153260,55.6221107,-32.3726514,2.8572808,0.3649627,0.4354149,0.3247346,0.3655140,0.4368146,0.3254314,-0.14062,-0.28716,0.53254,-0.29874,-0.14059,-0.92541,-0.016182,-0.016844,16.7724,-7.7743,5.9556,0.3053,0.007547,0.0066796,0.0028896,0.018827,0.01694,0.0086217,1.1387,1.3672,1.8416,1.537,1.8112,2.9682,90.1497,-19.4382,5.0104,0.69,0.22917,0.59667,3
04,3,8,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_4_ld_1_bkgd_voronoi_yellow.png,green,3,4,darker,voronoi_yellow,-0.8215055,-0.0955705,-0.0238111,35.4631015,-26.1348954,3.4914038,0.0173052,0.0171361,0.0076048,42.2494889,-30.0110442,4.8219363,0.1950001,0.2356779,0.1611330,0.1954455,0.2366718,0.1616756,-0.14062,-0.28716,0.53254,-0.29874,-0.14059,-0.92541,-0.016182,-0.016844,16.7724,-7.7743,5.9556,0.3053,0.007547,0.0066796,0.0028896,0.018827,0.01694,0.0086217,1.1387,1.3672,1.8416,1.537,1.8112,2.9682,90.1497,-19.4382,5.0104,0.4898,0.14271,0.56833,2
04,4,8,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_4_ld_1_bkgd_voronoi_yellow.png,green,3,4,darker,voronoi_yellow,-0.7605264,-0.1037861,-0.0787814,40.7591434,-26.7843147,10.3291434,0.0234790,0.0224337,0.0081792,48.2504399,-30.6902148,12.5568993,0.2645680,0.3085373,0.1733053,0.2653731,0.3101946,0.1743844,-0.14062,-0.28716,0.53254,-0.29874,-0.14059,-0.92541,-0.016182,-0.016844,16.7724,-7.7743,5.9556,0.3053,0.007547,0.0066796,0.0028896,0.018827,0.01694,0.0086217,1.1387,1.3672,1.8416,1.537,1.8112,2.9682,90.1497,-19.4382,5.0104,0.55064,0.15365,0.48833,2
04,1,9,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_4_ld_1_bkgd_voronoi_yellow_brighter.png,green,3,4,darker,voronoi_yellow_brighter,-0.7986294,-0.0807809,0.0100952,37.5748654,-17.2195992,-1.4231947,0.0199523,0.0188534,0.0101978,44.6309787,-19.9640735,-0.6360116,0.2248280,0.2592962,0.2160763,0.2250625,0.2598935,0.2162950,-0.21649,-0.28756,0.53615,-0.32863,-0.13047,-0.89677,-0.022652,-0.031148,22.4189,-10.3024,8.678,0.25921,0.010428,0.0092367,0.0036582,0.018557,0.016735,0.0084795,1.0078,1.2298,1.6306,1.1274,1.341,2.2487,90.2329,-20.9651,4.6326,0.57328,0.32656,0.59,3
04,2,9,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_4_ld_1_bkgd_voronoi_yellow_brighter.png,green,3,4,darker,voronoi_yellow_brighter,-0.6620974,-0.1777372,-0.1166051,47.6617909,-36.3188296,12.2336113,0.0326913,0.0322663,0.0112900,56.0664553,-41.5445779,14.8066451,0.3683748,0.4437682,0.2392165,0.3695810,0.4463185,0.2408456,-0.21649,-0.28756,0.53615,-0.32863,-0.13047,-0.89677,-0.022652,-0.031148,22.4189,-10.3024,8.678,0.25921,0.010428,0.0092367,0.0036582,0.018557,0.016735,0.0084795,1.0078,1.2298,1.6306,1.1274,1.341,2.2487,90.2329,-20.9651,4.6326,0.62325,0.061458,0.51083,2
04,3,9,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_4_ld_1_bkgd_voronoi_yellow_brighter.png,green,3,4,darker,voronoi_yellow_brighter,-0.5933420,-0.2075054,-0.0173126,51.7176727,-30.6773401,1.3420608,0.0396243,0.0388949,0.0189353,60.6413002,-35.3212317,2.7078658,0.4464982,0.5349320,0.4012085,0.4471778,0.5366661,0.4020757,-0.21649,-0.28756,0.53615,-0.32863,-0.13047,-0.89677,-0.022652,-0.031148,22.4189,-10.3024,8.678,0.25921,0.010428,0.0092367,0.0036582,0.018557,0.016735,0.0084795,1.0078,1.2298,1.6306,1.1274,1.341,2.2487,90.2329,-20.9651,4.6326,0.76106,0.22865,0.60667,2
04,4,9,mitsuba_comp_rmc_rsd_illum_4_rg_3_by_4_ld_1_bkgd_voronoi_yellow_brighter.png,green,3,4,darker,voronoi_yellow_brighter,-0.5463487,-0.1177254,-0.1366231,54.2305215,-21.0737669,11.5669278,0.0455805,0.0409536,0.0160797,63.4971721,-24.2849472,14.1901812,0.5136139,0.5632464,0.3407026,0.5150438,0.5659879,0.3424197,-0.21649,-0.28756,0.53615,-0.32863,-0.13047,-0.89677,-0.022652,-0.031148,22.4189,-10.3024,8.678,0.25921,0.010428,0.0092367,0.0036582,0.018557,0.016735,0.0084795,1.0078,1.2298,1.6306,1.1274,1.341,2.2487,90.2329,-20.9651,4.6326,0.80448,0.325,0.48167,3
05,1,1,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_2_ld_2_bkgd_voronoi_green.png,red,1,2,lighter,voronoi_green,-0.5997598,-0.1961161,-0.1454455,51.3578437,-36.3678738,13.7345640,0.0389086,0.0379220,0.0130611,60.2505806,-41.6031377,16.5484850,0.4384333,0.5215522,0.2767442,0.4399031,0.5245826,0.2787259,0.18779,-0.3472,0.5208,0.077882,-0.48648,-0.92295,-0.06532,-0.050555,17.8507,-34.5269,12.7911,0.018687,0.0070766,0.0078121,0.0015215,0.013113,0.013782,0.0030329,0.60042,0.7353,0.37481,0.86122,1.0497,0.56831,89.8778,-4.6547,18.8289,0.68246,0.09375,0.49917,5
05,2,1,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_2_ld_2_bkgd_voronoi_green.png,red,1,2,lighter,voronoi_green,-0.6755668,-0.2083167,-0.0737960,46.8048367,-40.9049801,7.5815552,0.0309311,0.0317856,0.0124804,55.0912735,-46.8203556,9.5919527,0.3485407,0.4371566,0.2644391,0.3494844,0.4393622,0.2657341,0.18779,-0.3472,0.5208,0.077882,-0.48648,-0.92295,-0.06532,-0.050555,17.8507,-34.5269,12.7911,0.018687,0.0070766,0.0078121,0.0015215,0.013113,0.013782,0.0030329,0.60042,0.7353,0.37481,0.86122,1.0497,0.56831,89.8778,-4.6547,18.8289,0.60643,0,0.58333,5
05,3,1,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_2_ld_2_bkgd_voronoi_green.png,red,1,2,lighter,voronoi_green,-0.4414940,-0.2477524,-0.3273741,59.2689987,-42.8317561,27.4086929,0.0544543,0.0522117,0.0128322,69.2181216,-48.8322119,31.9413373,0.6136069,0.7180828,0.2718941,0.6164417,0.7235845,0.2757462,0.18779,-0.3472,0.5208,0.077882,-0.48648,-0.92295,-0.06532,-0.050555,17.8507,-34.5269,12.7911,0.018687,0.0070766,0.0078121,0.0015215,0.013113,0.013782,0.0030329,0.60042,0.7353,0.37481,0.86122,1.0497,0.56831,89.8778,-4.6547,18.8289,0.74146,0.0072917,0.39333,4
05,4,1,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_2_ld_2_bkgd_voronoi_green.png,red,1,2,lighter,voronoi_green,0.0264323,-0.6437821,-0.3290602,76.1988187,-61.6890212,16.2951063,0.0979186,0.1001119,0.0353390,88.3703888,-70.5153467,19.8501115,1.1033748,1.3768678,0.7487778,1.1069181,1.3847350,0.7536915,0.18779,-0.3472,0.5208,0.077882,-0.48648,-0.92295,-0.06532,-0.050555,17.8507,-34.5269,12.7911,0.018687,0.0070766,0.0078121,0.0015215,0.013113,0.013782,0.0030329,0.60042,0.7353,0.37481,0.86122,1.0497,0.56831,89.8778,-4.6547,18.8289,1.0353,0,0.57333,3
05,1,2,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_2_ld_2_bkgd_voronoi_green_brighter.png,red,1,2,lighter,voronoi_green_brighter,-0.2834673,-0.3439541,-0.3740874,65.7876304,-47.8036647,25.7023036,0.0695758,0.0675730,0.0184458,76.5958117,-54.5412535,30.1613830,0.7840000,0.9293512,0.3908372,0.7873565,0.9360122,0.3954017,0.088591,-0.34964,0.55359,-0.039668,-0.53774,-0.87287,-0.11252,-0.090386,25.8446,-48.5453,19.1468,0.014825,0.0116,0.012973,0.0022052,0.01513,0.016205,0.0032215,0.68139,0.83291,0.38667,0.80322,0.99232,0.48225,90.6334,-12.0446,20.7234,0.84932,0.019271,0.44,4
05,2,2,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_2_ld_2_bkgd_voronoi_green_brighter.png,red,1,2,lighter,voronoi_green_brighter,-0.2566764,-0.2966393,-0.4372601,66.7941773,-43.4137603,30.2884044,0.0729259,0.0688309,0.0170266,77.7379469,-49.5158173,35.2937993,0.8217501,0.9466508,0.3607660,0.8255120,0.9538553,0.3658095,0.088591,-0.34964,0.55359,-0.039668,-0.53774,-0.87287,-0.11252,-0.090386,25.8446,-48.5453,19.1468,0.014825,0.0116,0.012973,0.0022052,0.01513,0.016205,0.0032215,0.68139,0.83291,0.38667,0.80322,0.99232,0.48225,90.6334,-12.0446,20.7234,0.86766,0.063542,0.39,3
05,3,2,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_2_ld_2_bkgd_voronoi_green_brighter.png,red,1,2,lighter,voronoi_green_brighter,-0.4198787,-0.1825338,-0.2146208,60.2293793,-28.3282429,15.8669475,0.0577857,0.0529432,0.0188134,70.2913250,-32.5098248,19.0966036,0.6511460,0.7281429,0.3986257,0.6532068,0.7321517,0.4012883,0.088591,-0.34964,0.55359,-0.039668,-0.53774,-0.87287,-0.11252,-0.090386,25.8446,-48.5453,19.1468,0.014825,0.0116,0.012973,0.0022052,0.01513,0.016205,0.0032215,0.68139,0.83291,0.38667,0.80322,0.99232,0.48225,90.6334,-12.0446,20.7234,0.87039,0.25938,0.47083,3
05,4,2,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_2_ld_2_bkgd_voronoi_green_brighter.png,red,1,2,lighter,voronoi_green_brighter,-0.1910072,-0.3675665,-0.4787291,69.1638208,-49.5766408,31.3980775,0.0787503,0.0757938,0.0183865,80.4219941,-56.5124313,36.5735659,0.8873806,1.0424142,0.3895808,0.8914823,1.0504148,0.3951572,0.088591,-0.34964,0.55359,-0.039668,-0.53774,-0.87287,-0.11252,-0.090386,25.8446,-48.5453,19.1468,0.014825,0.0116,0.012973,0.0022052,0.01513,0.016205,0.0032215,0.68139,0.83291,0.38667,0.80322,0.99232,0.48225,90.6334,-12.0446,20.7234,0.88019,0,0.4,3
05,1,3,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red.png,red,1,4,lighter,voronoi_red,-0.7372211,-0.1707204,0.2275760,42.5490945,-17.4677964,-20.9279512,0.0254772,0.0262281,0.0225927,50.2244736,-20.6346487,-22.3957596,0.2870848,0.3607230,0.4787042,0.2860327,0.3594252,0.4771579,-0.16492,-0.27462,0.50625,-0.37725,-0.073328,-0.94969,-0.010709,0.035454,13.6605,5.1997,-11.0196,0.18377,0.0051667,0.0045734,0.0039831,0.010883,0.010996,0.0060034,0.34082,0.68323,0.70676,0.51533,1.1526,0.80379,89.5392,-23.0364,2.6091,0.72383,0.39323,0.79833,5
05,2,3,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red.png,red,1,4,lighter,voronoi_red,-0.7463180,-0.1712317,0.1184328,41.8635401,-25.8523035,-12.1342744,0.0243480,0.0252912,0.0174077,49.4684159,-30.0166093,-12.5525440,0.2743602,0.3478365,0.3688423,0.2740162,0.3477396,0.3682858,-0.16492,-0.27462,0.50625,-0.37725,-0.073328,-0.94969,-0.010709,0.035454,13.6605,5.1997,-11.0196,0.18377,0.0051667,0.0045734,0.0039831,0.010883,0.010996,0.0060034,0.34082,0.68323,0.70676,0.51533,1.1526,0.80379,89.5392,-23.0364,2.6091,0.65023,0.26458,0.74583,5
05,3,3,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red.png,red,1,4,lighter,voronoi_red,-0.8545767,-0.0709475,0.0915705,32.0685321,-10.8506163,-13.1045551,0.0143682,0.0139953,0.0110206,38.3785694,-12.8770239,-13.8142194,0.1619052,0.1924819,0.2335081,0.1615333,0.1920448,0.2329301,-0.16492,-0.27462,0.50625,-0.37725,-0.073328,-0.94969,-0.010709,0.035454,13.6605,5.1997,-11.0196,0.18377,0.0051667,0.0045734,0.0039831,0.010883,0.010996,0.0060034,0.34082,0.68323,0.70676,0.51533,1.1526,0.80379,89.5392,-23.0364,2.6091,0.54077,0.41927,0.7125,5
05,4,3,mitsuba_comp_rmc_rsd_illum_3_rg_1_by_4_ld_2_bkgd_voronoi_red.png,red,1,4,lighter,voronoi_red,-0.6727208,-0.1943302,0.2406418,46.9930182,-18.1186602,-19.6157369,0.0319146,0.0322373,0.0262874,55.2563165,-21.3675607,-20.8436862,0.3596230,0.4433685,0.5569890,0.3585541,0.4421058,0.5553590,-0.16492,-0.27462,0.50625,-0.37725,-0.073328,-0.94969,-0.010709,0.035454,13.6605,5.1997,-11.0196,0.18377,0.0051667,0.0045734,0.0039831,0.010883,0.010996,0.0060034,0.34082,0.68323,0.70676,0.51533,1.1526,0.80379,89.5392,-23.0364,2.6091,0.79988,0.4026,0.77167,4
